Kalau saya menjadi kakaknya, saya tidak mau mengakuinya, dia tidak tahu sopan santun seperti tidak punya keluarga.;1
Apakah kamu mau punya tetangga yang sangat kumuh dan kotor, bisa-bisanya Kamu bisa kena penyakit karna tetanggaan sama dia.;1
Kamu orang yang tidak tahu terimakasih di rumah ini, sudah numpang kerjaan cuma tidur saja.;1
Aku sangat kecewa denganmu, aku sudah mengangap kamu layaknya keluargaku, tapi kamu merebut isteriku, keluar Kamu dari rumah ini!.;1
Jangan mimpi kamu akan jadi suami dia, kamu tidak akan kuat untuk membelikan barang yang dimintanya dengan harganya sangat mahal.;1
Percuma kamu di sekolahkan kalo ucapanmu tetap saja tidak bisa dicerna oleh orang lain, sungguh tidak punya sopan santun.;1
Percuma saja Kamu ikut lomba lari, lihatlah badanmu kerdil apa bisa dapat juara.;1
Aku tidak bisa berdekatan dengan kamu, karena kamu bau sekali seperti orang gila yang tidak pernah mandi.;1
Apa Kamu tidak punya pikiran? Lihat istri dan anakmu yang terlantar di luar sana! Hidup berkecukupan tidur di teras toko jalanan, sungguh kamu tidak bertanggung jawab.;1
Dia sungguh tidak punya malu sama sekali, sudah mencuri uang di toko tetep saja kembali meminta kerja di toko lagi.;1
Apakah Kamu yakin dia bisa menang dalam lomba audisi ini? Lihat wajahnya yang serba pas pasan dan kumuh.;1
Dasar kamu nggak punya hati nurani, kamu merampas barang miliknya karna dia tidak bisa bayar hutang padamu.;1
Sudah jangan ikut kumpul denganku lagi, kamu beli makanan saja yang paling murah tidak bisa, apalagi membeli makanan yang sedikit mahal.;1
Apa nggak malu tinggal dikampung ini, sudah mencuri masih tetep saja kembali ke sini.;1
Dasar pemuda malas siang-siang baru bangun.;1
Dasar Kamu, dompet tipis saja Kamu mempermainkan hati wanita.;1
Aku tidak mau makan makananmu baunya saja tidak enak apalagi rasanya.;1
Aku tidak peduli dengan sandiwaramu itu, Kamu ini tidak tau malu sama sekali.;1
Kenapa Kamu bawa kursi ini ke sini, bukannya membantu malah membuat sempit.;1
Dasar Kamu tangan panjang, bisa-bisanya mencuri padahal Kamu menumpang di tempat ini.;1
Kapan Kamu merubah sikap cerobohmu? Sikapmu itu bisa membuat orang lain dalam masalah.;1
Dasar biadab kamu meledakkan bom di gereja itu hingga banyak korban yang tewas terkena bom.;1
Orang miskin sepertimu tidak akan bisa membeli makanan di toko ini.;1
Dasar wanita pelakor, bisa bisanya Kamu merebut suami orang.;1
Apa Kamu tidak punya mata? Ada orang di depanmu tetap saja kamu tabrak.;1
Jangan harap Kamu menang lomba bulutangkis itu, mengerakkan tangan saja Kamu tidak bisa.;1
Kamu tidak usah ikut lomba itu, sia-sia buang uangmu karna tetep saja akan kalah.;1
Jangan berharap sedikitpun aku tidak akan membantumu lagi, kamu tidak tahu berterimakasih.;1
Aku tidak akan datang kerumahmu, rumahmu sangat kumuh dan kotor.;1
Kamu sangat bau sekali apakah Kamu tidak bisa membeli sabun mandi.;1
Dasar muka tembok, benar-benar kau tidak tahu diri.;1
Lambat sekali jalan mu, seperti keong sawah.;1
Coba lihat deh penampilannya, seperti tikus got.;1
Dasar pemalas, bagaimana hidupmu akan berubah, kalau setiap harinya kau hanya bermain game saja.;1
Mengerjakan pekerjaan mudah seperti ini saja kamu tidak bisa, lalu apa yang kamu bisa sih sebenarnya?;1
Anak tersebut tidak memiliki sifat sopan santun, sama seperti orang tuanya.;1
Dasar anak tidak tahu diri, mulai dari kecil hingga besar hidupnya menyusahkan orang tua saja.;1
Kamu itu cocoknya jadi pemulung, penampilanmu saja tidak meyakinkan, apalagi jika kamu melamar kerja.;1
Dasar pemalas , sudah masuk sekolah baru mengerjakan PR.;1
Anak ini tidak memiliki sopan santun , seperti tidak memiliki orang tua.;1
Dasar sampah masyarakat , hanya mengganggu ketertiban umum.;1
Apa kau buta ? Ada anak kecil didepanmu masih saja kau tabrak .;1
Dasar otak udang , kerja begitu saja gak becus!;1
Dasar buaya seenaknya aja perlakukan aku.;1
Dasar jerapah , tak lihatkah kau aku berdiri didepanmu.;1
Aku tak heran jika dia gagal ujian kali ini. Otak udang seperti dia tak akan mampu lulus ujian tanpa menyontek .;1
Mau muntah aku melihat wajahmu, pergi kamu!;1
Bodoh! Bukan begitu caranya.;1
Makanya aku saja yang melakukannya. Dasar sok tau!;1
Kenapa datang sendirian? Jomblo!;1
Sikapmu seperti anjing yang tak tau sopan santun.;1
Kamu ini tuli ya, ibu panggil kedepan tidak merespon.;1
Apakah kamu sudah minum obat , bertingkah gila seperti ini.;1
Dasar Gajah ,kau menggunakan foto yang kamu edit langsing untuk menipuku.;1
Kamu ini bodoh seperti keledai yang jatuh dilubang yang sama dua kali.;1
Apa kamu buta ? lantai masih basah begini kau injak injak dengan sepatu kotormu!;1
Kamu memang tidak punya otak! Begini saja kau tidak bisa mengerjakannya.;1
Tulisanmu jelek sekali ! bagaimana aku bisa membaca tulisanmu kalau jelek seperti ini .;1
Dasar anak cengeng! Digigit semut saja menangisnya tiada ampun, apalagi jika digigit singa.;1
Dasar badut , mau keluar rumah saja harus menggunakan bedak setebal itu.;1
Dasar penghianat !sudah diberi kepercayaan malah bersekongkol dengan musuh.;1
Untuk apa kau datang kemari?Aku sudah tak membutuhkan orang tak bisa apa-apa dan tak berguna sepertimu.;1
Aku tak peduli kamu menangis darah sekalipun , aku tak akan tertipu lagi oleh mata air mata buayamu itu.;1
Dasar otak udang, disuruh melakukan pekerjaan yang sangat mudah seperti ini saja kau tidak bisa. Lalu apa yang kau bisa?;1
Cepat kesini, dari tadi kupanggil masih saja kau asyik bermain disitu. Apa kau tak punya telinga? Apa perlu ku seret kau kesini?;1
Biarkan saja dia bermimpi, karena hanya itu saja yang ia bisa. Harta dan keahlian saja ia tak punya, bagaimana ia akan mewujudkan mimpinya.;1
Untuk apa kau letakkan tangga ini disini. Bukannya membantu pekerjaan kita, justru tangga ini membuat tempat ini semakin sempit. Campakkan saja tangga ini kesana!;1
Aku tak peduli dengan airmatanya bahkan jika dia menangis darah sekalipun. Aku tak akan tertipu lagi dengan airmata buayanya.;1
Dasar anak tak tau diri! Dari kecil kau kami rawat dan kami kasih makan, sekarang setelah dewasa dan sukses di rantau malah tak kau anggap lagi kami ini sebagai orang tuamu. Apa ini balasanmu pada orang tua yang telah melahirkan dan membesarkanmu?;1
Untuk apa kau datang kemari? Kami sudah tak membutuhkan orang tak bisa apa-apa dan tak berguna sepertimu.;1
Kalau kau sudah tak sanggup untuk berjalan, tak usah kau paksakan. Sudahlah, terima saja kenyataan hidupmu itu bahwa kini kau sudah cacat.;1
Jangan pernah kau undang dia kerumahmu ketika ada aku. Aku tak sudi bertemu dan kenal dengan temanmu yang gembel dan kampungan itu.;1
Kenapa masih saja kau melewati jalan ini, apa kau tak bisa melihat pemberitahuan di ujung gang sana yang mengatakan jalan ini sedang diperbaiki. Dimana letaknya matamu?;1
Aku tak heran jika dia gagal ujian kali ini. Otak dungu seperti dia tak akan mampu lulus ujian tanpa menyontek dan bantuan dari orang lain.;1
Sudahlah, tak usah bermimpi kau bisa bergaul dengan kami. Bahkan minuman paling murah yang biasa kami minum saja kau tak akan mampu membelinya.;1
Apa kau yakin dia adalah gadis tercantik di kampung ini? Melihat wajah dan penampilannya saja aku tak tertarik sama sekali. Bahkan dia tidak termasuk dalam kategori cantik sedikitpun.;1
Dia benar-benar tak punya malu. Sudah dihina dan diberhentikan secara tidak hormat karena penggelapan dana perusahaan yang ia lakukan. Bisa-bisanya sekarang ia masih datang ke kantor dan meminta untuk bekerja kembali.;1
Apa kau tak punya hati? Ibumu terbaring lemah di rumah sakit, jangankan untuk merawat beliau bahkan sekedar datang berkunjung pun kau tidak pernah.;1
Aku merasa jijik dan mau muntah jika berada didekatnya. Badannya sangat bau seperti tak pernah mandi selama satu tahun.;1
Sudahlah, jangan kau habiskan uangmu untuk membeli obat. Semua itu hanya sia-sia, kau terima saja kenyataan bahwa tinggi badanmu memang ditakdirkan dibawah rata-rata.;1
Percuma saja dia sekolah tinggi-tinggi sampai jenjang S2. Ucapannya sangat kasar dan perilaku kurang ajarnya seperti orang yang tidak berpendidikan.;1
Jangan bermimpi kau bisa menjadi menantu keluarga terhormat itu. Kau hanyalah anak dari keluarga miskin dan tidak berpendidikan. Bahkan jadi pembantu mereka saja kau tidak akan diterima.;1
Aku sangat kecewa padamu. Kau adalah teman yang selama ini ku anggap sudah seperti keluarga sendiri. Tetapi justru kau yang mampu mengkhianatiku layaknya seorang musuh bebuyutan. Pergilah kau dari hidupku, dasar pengkhianat!;1
Dasar playboy kelas teri! Modal dompet tipis dan wajah standar saja kau sudah berani mempermainkan hati wanita.;1
Kau benar-benar orang yang tidak tau terima kasih. Sudah menumpang dirumah ini, piring dan pakaian kotor bekas kau pakai kami juga yang membersihkan.;1
Kalau aku punya adik seperti dia, pasti aku tidak akan mau mengakuinya. Dia benar-benar tidak tau sopan santun, seperti tidak punya orang tua dan keluarga saja.;1
Apa kau yakin ingin tinggal di kawasan perumahan ini? Lihatlah sekelilingmu, lingkungannya sangat kotor dan tak terurus. Lingkungan disini tidak layak disebut sebagai kawasan perumahan tapi lebih seperti perkampungan kumuh.;1
Apa kau serius ingin memperkenalkan dia pada orang tuamu? Lebih baik kau pertimbangkan kembali niatmu itu. Melihat penampilan dan cara berpakaiannya, aku yakin tidak ada orang tua yang akan mengizinkan anak gadisnya berhubungan dengan laki-laki seperti itu.;1
Dasar pemalas, sudah siang begini kau baru bangun.;1
Aku tidak selera mencicipi masakannya. Baunya saja tidak enak apalagi rasanya. Kasihan lidahku, bisa-bisa mati rasa karena mencicipi masakan itu.;1
Ya ampun, bisamu apa sih? Disuruh mengerjakan hal sepele seperti ini saja kau tidak bisa, dasar otak udang.;1
Apa kau tidak punya telinga? Aku sudah memanggilmu dari tadi kenapa kau tidak datang juga, cepat kesini, apa harus aku seret agar mau kesini?;1
Cita-citamu itu hanyalah mimpi belaka, karena yang kau bisa adalah hal itu saja. Lalu harta dan keahlian pun kau tidak punya, bagaimana kau mewujudkan mimpimu?;1
Untuk apa kau membawa ember kesini, bukannya membantu malah kau menghambat pekerjaanku dengan embermu itu, dasar bodoh.;1
Aku sudah muak dengannya, aku tidak akan peduli lagi dengan air matanya. Kalaupun dia menangis darah, aku tidak akan tertipu lagi oleh air mata buaya itu.;1
Apa ini balasanmu terhadap kedua orang tuamu yang telah merawat dan menjagamu dulu? Padahal kau sudah sukses, tapi kau malah mencampakkan kedua orang tuamu, dasar anak tidak tau diri.;1
Keluarga kami tidak membutuhkan orang tidak berguna seperti dirimu, pergi sana dan jangan pernah kembali lagi.;1
Kau tidak akan bisa membalas semua kebaikan yang telah aku berikan padamu, dasar anak tidak tahu terima kasih.;1
Kau jangan pernah membawa temanmu itu untuk datang ke rumah lagi, aku tidak sudi menerima tamu orang yang seperti gembel dan gelandangan itu.;1
Jangan dekat-dekat denganku, bisa-bisa aku tertular kebodohanmu.;1
Apa kau tidak punya mata? Di dinding itukan sudah tertulis bahwa dilarang membawa masuk mobil kedalam area wisata.;1
Orang yang memiliki IQ rendah sepertimu tidak akan pernah bisa lulus dari ujian nasional.;1
Kenapa dia bisa menjadi kembang desa? Padahal wajahnya dipenuhi dengan tahi lalat.;1
Tidak usah repot-repot memberi kami minum, karena minuman yang kau berikan kepada kami tidak akan kami minum karena tidak level.;1
Seorang pegawai sebuah perusahaan itu benar-benar tidak punya malu, jelas-jelas dia sudah pernah mengkorupsi uang perusahaan dan dia sudah diusir dengan hina dan secara tidak hormat. Kenapa dia tetap meminta untuk bekerja lagi?;1
Kau sungguh tidak punya belas kasihan, anakmu sampai nangis sebegitu kencangnya tetap kau biarkan saja.;1
Badanmu bau sekali, hingga membuat perutku mual karena bau badanmu yang busuk itu.;1
Apa kau tidak pernah diajarkan tentang adab? Kenapa kau melakukan hal itu meski sudah tahu kalau itu adalah perbuatan yang tercela.;1
Kau tidak usah bercita-cita terlalu tinggi, sadar dirilah kau nak, kau itu cuma dari keluarga yang miskin dan tidak punya apa-apa.;1
Kau sangat mengecewakan, padahal aku sudah memberimu kesempatan kedua untuk mengubah sikapmu, kenapa kau tetap mencuri, dasar tidak tau diri.;1
Kau hanyalah seorang pria yang berdompet tipis dan berwajah standart, tapi kenapa kau mencoba untuk mempermainkan wanita, dasar buaya darat.;1
Kami sudah membantumu setiap kali kau dalam kesulitan, tapi apa ini balasan yang kau berikan atas segala bantuan kami tadi, dasar tidak tau terima kasih.;1
Aku tidak akan sudi lagi untuk datang ke rumahmu, karena rumahmu sangat sempit dan panas.;1
Jangan harap aku akan menolongmu lagi, kau sudah membuat hatiku kecewa, dasar orang tidak tau terima kasih.;1
Dasar pria hidung belang, bisanya cuma minta uang untuk bermain wanita saja.;1
Kau tidak usah mengikuti ujian itu, karena kau sudah pasti tidak akan lolos, karena kau memang bodoh.;1
Jangan harap kau bisa memenangkan lomba lari itu, berjalan saja kau tidak bisa, dasar cacat.;1
Apa kau buta? Ada anak kecil didepanmu kenapa tetap kau tabrak.;1
Dasar orang yang tidak punya hati, kau memukul orang yang tidak bersalah hanya karena dia tidak bisa memberikan hutang padamu.;1
Dasar wanita jalang, berani-beraninya kau merebut suami orang.;1
Apa aku tidak bisa membaca? Jelas-jelas bahwa dipintu itu ada tulisan dilarang merokok, tetapi kau tetap merokok.;1
Orang miskin sepertimu tidak akan bisa membeli makanan di restoran bintang lima ini.;1
Dasar biadab, kamu meledakkan sebuah bom didalam klub malam itu, sehingga banyak orang yang mati sia-sia.;1
Kapan kau akan merubah sikap cerobohmu itu, sikap itu bisa membuat orang lain dalam masalah jika tidak mengubahnya.;1
Jangan suruh aku datang ke rumahnya yang kotor itu. Kasihan badanku nanti alergi.;1
Pemalas bangun! Sudah siang seperti ini makin mendengkur saja!;1
Dia boleh mengaku sebagai wanita terhormat. Tapi dari penampilannya saja membuktikan dia wanita murahan .;1
Untuk apa memakai pakaian mini seperti itu? Memangnya kau mau melaju?!;1
Gayanya saja seperti orang kaya. Tapi hutangnya di mana-mana.;1
Kalau bicara yang jelas! Memangnya kau tak punya mulut?;1
Di mana otak kamu? Badan sudah besar tapi kelakuan seperti anak kecil.;1
Kenapa kau ajak Kakak? Sekalian saja kau ajak satpam dan baby sitter-mu.;1
Mau muntah saya melihat kamu! Sudah ditolong malah tak tahu terima kasih.;1
Kerja apa pun kau tak pernah becus. Sebaiknya kau mati saja secepat mungkin.;1
Kau ini manusia atau setan?;1
Kukira kau manusia berpendidikan. Rupanya hanya sampah masyarakat saja.;1
Apa kau tak punya telinga? Tak pernah mendengar kata-kataku.;1
Kau betul-betul orang yang tak tahu diri. Sudahlah diberi hutang. Tidak membayar pula. Sekarang kau ajak orang lain untuk membenciku.;1
Kenapa kau datang lagi ke sini? Aku sudah tidak butuh sama sekali walaupun sekedar melihatmu.;1
Jangan pernah sekali-kali menginjakkan kaki ke rumahku. Aku tak sudi melihat orang yang pandai menjilat dan berkhianat.;1
Sudah berapa ribu kali aku katakan? Memangnya kau tak bisa mendengar? Sekarang pergilah semaumu!;1
Apa yang bisa diharapkan dengan orang yang keras seperti itu?;1
Apa gunanya bergaul dengan kami? Kami tak butuh orang yang suka berkhianat seperti kamu.;1
Wanita jalang seperti itu kau bilang dia wanita baik-baik? Mana matamu?;1
Dia memang laki-laki yang tak punya harga diri. Datang lagi ke sini hanya untuk mengemis-ngemis. Kakiku ini rasanya ingin menendang dia jauh-jauh.;1
Yang benar saja?! Adikmu kesulitan kau masih bersenang-senang? Kau memang berhati iblis.;1
Aku jijik sekali berada dekat orang yang sering berpura-pura baik. Padahal hatinya busuk.;1
Pendidikanya saja sampai S3. Tapi kelakuannya seperti orang kampung yang tak kenal tata krama.;1
Dia pikir bisa jadi bagian dari keluarga ini? Apa dianggap tidak punya otak berpikir, bajunya saja lusuh dan kumal seperti itu.;1
Aku tidak bangga sama sekali melihatmu berpakaian seperti wanita jalang ini.;1
Apa yang diharapkan dari orang yang seperti anjing itu. Hanya setia pada orang yang memberinya makan.;1
Aku tidak akan sekali-kali lagi datang ke ke perkampungan kumuh itu. Bisa-bisa aku mati mendadak.;1
Para buzzer itu kerjanya hanya mengadu domba saja. Apa gunanya uang haram yang mereka kumpulkan?;1
Dia yang tak tahu diri. Kekayaan ayahnya dia jual. Kenapa nggak sekalian jual diri saja?;1
Apa yang kau bisa? Kau hanya ahli tidur saja. Memangnya kau mau menghabiskan hidup ini seperti binatang jalang.;1
Aku tidak pernah melihat orang sebodoh kamu. Tak pernah becus mengerjakan apapun.;1
Pecahkan saja gelasnya biar ramai, biar mengaduh sampai gaduh!;1
Dari dulu mulutmu memang berbisa seperti ular!;1
Omong kosong apa lagi yang kau bicarakan kali ini.;1
Kau pikir aku ini orang bodoh, kau yang bodoh sudah berani berbohong kepadaku!;1
Jangan banyak omong lagi, Aku sudah muak mendengarnya.;1
Bahkan keledai saja tidak akan jatuh ke lubang yang sama, kau malah membuat lubang yang sama!;1
Aku tak peduli lagi denganmu, lakukan saja semaumu!;1
Jika kau mau jatuh, jatuh saja sendirian jangan bawa-bawa orang lain!;1
Kau hanya bisa bicara berbusa-busa tapi tak pernah melakukan apa-apa.;1
Akan kuremukkan hatimu kalau kau sampai hati mencampakkan adikku.;1
Jangan menyesal melakukan sesuatu, menyesal saat ketahuan.;1
Sarkasme: Kemampuan untuk menghina orang bodoh tanpa mereka sadari.;1
Cermin tidak bisa berbicara. Beruntung bagimu, mereka juga tidak bisa tertawa.;1
Saat mengenakan bikini, wanita memperlihatkan 90% dari tubuh mereka … pria sangat sopan sehingga mereka hanya melihat bagian yang tertutup…;1
Kamu terdengar lebih baik dengan mulut tertutup.;1
setidaknya ibumu mengira kamu cantik…;1
Ketika orang-orang menanyakan pertanyaan bodoh kepadaku, adalah kewajiban hukum bagiku untuk memberikan komentar sarkastik.;1
Kamu tahu kamu luar biasa ketika orang yang bahkan tidak kamu kenal, membencimu.;1
Katakan padaku betapa aku telah membuatmu kesal karena aku ingin tahu bagaimana melakukannya lagi.;1
Jika punya satu dolar untuk setiap hal cerdas yang kamu katakan. Aku akan menjadi miskin.;1
Aku nggak menyindir. Aku hanya cerdas di luar pemahamanmu.;1
Aku bertepuk tangan karena sudah selesai, bukan karena aku menyukainya.;1
Kamu selalu membantuku, ketika kamu tutup mulut!;1
Orang kuat tidak merendahkan orang lain. Mereka mengangkatnya dan membantingnya ke tanah untuk kerusakan maksimal.;1
Aku sedang sibuk sekarang, dapatkah aku mengabaikanmu?;1
Aku benci ketika aku akan memeluk seseorang yang sangat seksi dan wajahku membentur cermin.;1
Aku benar-benar ahli dalam berbagai hal sampai orang-orang melihatku melakukan hal itu.;1
Aku tidak membencimu. Hanya saja sikapku bermasalah dengan kepribadianmu.;1
